GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
15333,194,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15334,195,Apollo 15,7,SPUR CRATER,SCB 3 172,7.5,Breccia,Regolith,87.467,2012-03-01 0:00:00,FALSE,,,
15335,196,Apollo 15,7,SPUR CRATER,SCB 3 172,6,Breccia,Regolith,94.333,2012-03-01 0:00:00,TRUE,,,
15336,197,Apollo 15,7,SPUR CRATER,SCB 3 172,0.2,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Glass-coated
15337,198,Apollo 15,7,SPUR CRATER,SCB 3 172,4.3,Breccia,Regolith,88.14,2012-03-01 0:00:00,TRUE,,,
15338,199,Apollo 15,7,SPUR CRATER,SCB 3 172,11.1,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15339,200,Apollo 15,7,SPUR CRATER,SCB 3 172,0.4,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15340,201,Apollo 15,7,SPUR CRATER,SCB 3 172,0.9,Breccia,Agglomerate,100,2007-08-01 0:00:00,FALSE,,,Glass
15341,202,Apollo 15,7,SPUR CRATER,SCB 3 172,1.6,Breccia,Regolith,81.25,2012-03-01 0:00:00,TRUE,,,
15342,203,Apollo 15,7,SPUR CRATER,SCB 3 172,7.5,Breccia,Regolith,90.267,2012-03-01 0:00:00,TRUE,,,
15343,204,Apollo 15,7,SPUR CRATER,SCB 3 172,6.9,Breccia,Regolith,89.565,2012-03-01 0:00:00,TRUE,,,
15344,205,Apollo 15,7,SPUR CRATER,SCB 3 172,7.9,Breccia,Regolith,91.266,2012-03-01 0:00:00,TRUE,,,Glass-coated
15345,206,Apollo 15,7,SPUR CRATER,SCB 3 172,12.3,Breccia,Agglomerate,88.618,2012-03-01 0:00:00,TRUE,,,Vesicular glass/breccia clast
15346,207,Apollo 15,7,SPUR CRATER,SCB 3 172,3.1,Breccia,Regolith,73.548,2012-03-01 0:00:00,TRUE,,,
15347,208,Apollo 15,7,SPUR CRATER,SCB 3 172,3.2,Breccia,Regolith,77.813,2012-03-01 0:00:00,TRUE,,,
15348,209,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15349,210,Apollo 15,7,SPUR CRATER,SCB 3 172,2.3,Breccia,Regolith,71.304,2012-03-01 0:00:00,TRUE,,,
15350,211,Apollo 15,7,SPUR CRATER,SCB 3 172,2.9,Breccia,Regolith,77.931,2012-03-01 0:00:00,TRUE,,,
15351,212,Apollo 15,7,SPUR CRATER,SCB 3 172,4.2,Breccia,Regolith,87.381,2012-03-01 0:00:00,TRUE,,,
15352,213,Apollo 15,7,SPUR CRATER,SCB 3 172,2.9,Breccia,Regolith,77.586,2012-03-01 0:00:00,TRUE,,,Glass-coated
15353,214,Apollo 15,7,SPUR CRATER,SCB 3 172,10.6,Breccia,Regolith,94.434,2012-03-01 0:00:00,TRUE,,,
15354,215,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Regolith,0,2007-08-01 0:00:00,FALSE,,,
15355,216,Apollo 15,7,SPUR CRATER,SCB 3 172,5.2,Breccia,Regolith,84.808,2013-06-01 0:00:00,TRUE,,,
15356,217,Apollo 15,7,SPUR CRATER,SCB 3 172,2,Breccia,Impact Melt,61.3,2012-03-01 0:00:00,TRUE,,,F.G. impact melt
15357,218,Apollo 15,7,SPUR CRATER,SCB 3 172,11.8,Breccia,Impact Melt,82.424,2015-03-01 0:00:00,TRUE,,,F.G. impact melt
15358,219,Apollo 15,7,SPUR CRATER,SCB 3 172,14.6,Breccia,Impact Melt,86.938,2012-07-01 0:00:00,TRUE,,,Glassy breccia with KREEP basalt clasts
15359,220,Apollo 15,7,SPUR CRATER,SCB 3 172,4.2,Breccia,Impact Melt,82.5,2015-03-01 0:00:00,TRUE,,,F.G. impact melt
15360,221,Apollo 15,7,SPUR CRATER,SCB 3 172,9.3,Breccia,Regolith,91.72,2012-03-01 0:00:00,TRUE,,,
15361,222,Apollo 15,7,SPUR CRATER,SCB 3 172,0.9,Crustal,Cataclastic,66.556,2012-07-01 0:00:00,TRUE,,,Anorthosite
15362,223,Apollo 15,7,SPUR CRATER,SCB 3 172,4.2,Crustal,Cataclastic,56.881,2013-12-01 0:00:00,TRUE,,,Cataclastic ferroan anorthosite
15363,224,Apollo 15,7,SPUR CRATER,SCB 3 172,0.5,Crustal,Cataclastic,71,2014-08-01 0:00:00,TRUE,,,Anorthosite
15364,225,Apollo 15,7,SPUR CRATER,SCB 3 172,1.5,Breccia,Fragmental,67.533,2012-03-01 0:00:00,TRUE,,,Anorthositic (monomict?)
15365,226,Apollo 15,7,SPUR CRATER,SCB 3 172,2.9,Breccia,Clod,77.586,2012-03-01 0:00:00,TRUE,,,Indurated green glass clod
15366,227,Apollo 15,7,SPUR CRATER,SCB 3 172,3.3,Breccia,Clod,61.818,2012-03-01 0:00:00,TRUE,,,Green glass clod
15367,228,Apollo 15,7,SPUR CRATER,SCB 3 172,1.1,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15368,229,Apollo 15,7,SPUR CRATER,SCB 3 172,0.4,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15369,230,Apollo 15,7,SPUR CRATER,SCB 3 172,2.5,Breccia,Clod,66,2007-08-01 0:00:00,TRUE,,,Green glass clod
15370,231,Apollo 15,7,SPUR CRATER,SCB 3 172,2.9,Breccia,Clod,73.172,2012-03-01 0:00:00,TRUE,,,Green glass clod
15371,232,Apollo 15,7,SPUR CRATER,SCB 3 172,0.5,Breccia,Clod,0,2007-08-01 0:00:00,TRUE,,,Green glass clod
15372,233,Apollo 15,7,SPUR CRATER,SCB 3 172,0.8,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15373,234,Apollo 15,7,SPUR CRATER,SCB 3 172,0.6,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15374,235,Apollo 15,7,SPUR CRATER,SCB 3 172,1,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15375,236,Apollo 15,7,SPUR CRATER,SCB 3 172,0.4,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15376,237,Apollo 15,7,SPUR CRATER,SCB 3 172,1,Breccia,Clod,39,2012-03-01 0:00:00,TRUE,,,Green glass clod
15377,238,Apollo 15,7,SPUR CRATER,SCB 3 172,0.5,Breccia,Clod,0,2007-08-01 0:00:00,FALSE,,,Green glass clod
15378,239,Apollo 15,7,SPUR CRATER,SCB 3 172,3.3,Breccia,Regolith,80.788,2012-04-01 0:00:00,TRUE,,,Regolith breccia
15379,240,Apollo 15,7,SPUR CRATER,SCB 3 172,64.3,Basalt,Olivine,83.064,2014-04-01 0:00:00,TRUE,,,F.G. ol-norm
15380,241,Apollo 15,7,SPUR CRATER,SCB 3 172,5.2,Basalt,Olivine,83.212,2014-04-01 0:00:00,TRUE,,,F.G. ol-norm
15381,242,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15382,243,Apollo 15,7,SPUR CRATER,SCB 3 172,3.2,Basalt,KREEP,52.063,2014-08-01 0:00:00,TRUE,,,KREEP basalt
15383,244,Apollo 15,7,SPUR CRATER,SCB 3 172,1.4,Breccia,Agglomerate,82.857,2012-04-01 0:00:00,TRUE,,,Glass with monomict (basalt) clast assemblage
15384,245,Apollo 15,7,SPUR CRATER,SCB 3 172,1.4,Basalt,Olivine,13.571,2013-05-01 0:00:00,TRUE,,,M.G. ol-norm
15385,246,Apollo 15,7,SPUR CRATER,SCB 3 172,8.7,Basalt,Olivine,56.368,2015-03-01 0:00:00,TRUE,,,Feldspathic peridotite
15386,247,Apollo 15,7,SPUR CRATER,SCB 3 172,7.5,Basalt,KREEP,38.987,2015-03-01 0:00:00,TRUE,,,KREEP basalt
15387,248,Apollo 15,7,SPUR CRATER,SCB 3 172,2,Basalt,Olivine,75.8,2015-03-01 0:00:00,TRUE,,,Feldspathic peridotite
15388,249,Apollo 15,7,SPUR CRATER,SCB 3 172,9,Basalt,Pigeonite,22.6,2015-03-01 0:00:00,TRUE,,,Feldspathic microgabbro
15389,250,Apollo 15,7,SPUR CRATER,SCB 3 172,2.8,Breccia,Agglomerate,73.571,2012-03-01 0:00:00,TRUE,,,Agglutinate
15390,251,Apollo 15,7,SPUR CRATER,SCB 3 172,3.5,Breccia,Agglomerate,98,2007-08-01 0:00:00,FALSE,,,Vesicular glass and breccia
15391,252,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Agglomerate,0,2007-08-01 0:00:00,FALSE,,,Glass (with breccia clasts?)
15392,253,Apollo 15,7,SPUR CRATER,SCB 3 172,0.4,Breccia,Glass,100,2007-08-01 0:00:00,FALSE,,,Glass
15401,254,Apollo 15,6A,,SCB 6 168,86.4,Soil,<1 mm,76.813,2015-01-01 0:00:00,TRUE,,,
15404,255,Apollo 15,6A,,SCB 6 168,7.9,Soil,4-10 mm,77.633,2014-02-01 0:00:00,TRUE,,,
15405,256,Apollo 15,6A,,SCB 6 168,513.1,Breccia,Impact Melt,35.907,2015-03-01 0:00:00,TRUE,,,F.G. impact melt (KREEP)
15411,257,Apollo 15,7,SPUR CRATER,SCB 3 194,103.3,Soil,<1 mm,89.807,2014-11-01 0:00:00,TRUE,,,
15414,258,Apollo 15,7,SPUR CRATER,SCB 3 194,4,Soil,4-10 mm,3.125,2014-04-01 0:00:00,TRUE,,,
15415,259,Apollo 15,7,SPUR CRATER,SCB 3 196,269.4,Crustal,Anorthosite,67.071,2015-03-01 0:00:00,TRUE,,,Ferroan anorthosite
15417,260,Apollo 15,7,SPUR CRATER,SCB 3 194,1.3,Breccia,Regolith,73.08,2007-08-01 0:00:00,TRUE,,,
15418,261,Apollo 15,7,SPUR CRATER,SCB 3 194,1141,Breccia,Impact Melt,78.19,2015-02-01 0:00:00,TRUE,,,"Shocked/melted breccia (""anorthositic gabbro"")"
15419,262,Apollo 15,7,SPUR CRATER,SCB 3 194,17.7,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Glass-coated
15421,263,Apollo 15,7,SPUR CRATER,SCB 3 195,254.7,Soil,<1 mm,82.479,2013-11-01 0:00:00,FALSE,,,
15425,264,Apollo 15,7,SPUR CRATER,SCB 3 195,136.3,Breccia,Clod,84.654,2014-02-01 0:00:00,TRUE,,,Green glass clods
15426,265,Apollo 15,7,SPUR CRATER,SCB 3 195,223.6,Breccia,Clod,67.309,2015-01-01 0:00:00,TRUE,,,Green glass clods
15427,266,Apollo 15,7,SPUR CRATER,SCB 3 195,115.9,Breccia,Clod,84.579,2015-02-01 0:00:00,TRUE,,,Green glass clods
15434,267,Apollo 15,7,SPUR CRATER,SCB 5 170,51.6,Soil,4-10 mm,9.888,2014-09-01 0:00:00,TRUE,,,
15435,268,Apollo 15,7,SPUR CRATER,SCB 5 170,206.8,Breccia,Regolith,97.165,2011-07-01 0:00:00,TRUE,,,Regolith clod
15436,269,Apollo 15,7,SPUR CRATER,SCB 5 170,3.5,Breccia,Impact Melt,90.229,2011-02-01 0:00:00,TRUE,,,F.G. impact melt
15437,270,Apollo 15,7,SPUR CRATER,SCB 5 170,1,Crustal,Anorthosite,80,2012-07-01 0:00:00,TRUE,,,Ferroan anorthosite
15445,271,Apollo 15,7,SPUR CRATER,SCB 5 171,287.2,Breccia,Impact Melt,84.05,2015-03-01 0:00:00,TRUE,,,F.G. impact melt with pristine clasts
15455,273,Apollo 15,7,SPUR CRATER,SCB 5 198,937.2,Breccia,Impact Melt,83.966,2015-03-01 0:00:00,TRUE,,,F.G. impact melt with pristine clasts
15459,275,Apollo 15,7,SPUR CRATER,SCB 6,5854,Breccia,Regolith,89.122,2015-03-01 0:00:00,TRUE,TRUE,"15459,173; 15459,447; 15459,19; 15459,6",Regolith breccia
15465,276,Apollo 15,7,SPUR CRATER,SCB 5 199,376,Breccia,Regolith,85.743,2015-03-01 0:00:00,TRUE,,,Glass with regolith breccia clasts
15466,277,Apollo 15,7,SPUR CRATER,SCB 5 199,119.2,Breccia,Regolith,93.347,2012-03-01 0:00:00,TRUE,,,Glass with regolith breccia clasts
15467,278,Apollo 15,7,SPUR CRATER,SCB 5 199,1.1,Breccia,Regolith,82.455,2013-11-01 0:00:00,TRUE,,,Regolith breccia/glass
15468,279,Apollo 15,7,SPUR CRATER,SCB 5 199,1.3,Breccia,Regolith,67.692,2014-06-01 0:00:00,TRUE,,,Glassy breccia
15474,280,Apollo 15,4,DUNE CRATER,SCB 5 203,4.7,Soil,4-10 mm,88.809,2012-03-01 0:00:00,TRUE,,,
15475,281,Apollo 15,4,DUNE CRATER,SCB 5 203,406.8,Basalt,Pigeonite,49.6,2014-11-01 0:00:00,TRUE,TRUE,"15,475,134",Porphyritic pigeonite QNB
15476,282,Apollo 15,4,DUNE CRATER,SCB 5 203,266.3,Basalt,Pigeonite,82.686,2013-04-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15477,283,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15485,284,Apollo 15,4,DUNE CRATER,SCB 5 204,104.9,Basalt,Pigeonite,88.88,2014-09-01 0:00:00,TRUE,,,Vitrophyric qz-norm
15486,285,Apollo 15,4,DUNE CRATER,SCB 5 204,46.8,Basalt,Pigeonite,73.566,2013-07-01 0:00:00,TRUE,,,Vitrophyric qz-norm
15495,287,Apollo 15,4,DUNE CRATER,SCB 5 174,908.9,Basalt,Pigeonite,75.169,2015-01-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15498,288,Apollo 15,4,DUNE CRATER,SCB 6,2340,Breccia,Regolith,34.11,2015-03-01 0:00:00,TRUE,,,Glass-coated
15499,289,Apollo 15,4,DUNE CRATER,SCB 5,2024,Basalt,Pigeonite,73.144,2015-03-01 0:00:00,TRUE,TRUE,"15499,10; 15499,67",Vitrophyric qz-norm
15504,290,Apollo 15,9,SCARP CRATER,SCB 7 255,4.1,Soil,4-10 mm,100.73,2007-08-01 0:00:00,FALSE,,,
15505,291,Apollo 15,9,SCARP CRATER,SCB 7 255,1147,Breccia,Regolith,88.718,2013-11-01 0:00:00,TRUE,,,Glass-coated
15506,292,Apollo 15,9,SCARP CRATER,SCB 7 255,22.9,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Glass-coated
15507,293,Apollo 15,9,SCARP CRATER,SCB 7 255,3.9,Breccia,Glass,100,2007-08-01 0:00:00,FALSE,,,"Glass, vesicular ellipsoid"
15508,294,Apollo 15,9,SCARP CRATER,SCB 7 255,1.4,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Glass-coated
15514,295,Apollo 15,9,SCARP CRATER,SCB 7 273,1.1,Soil,4-10 mm,79.909,2012-03-01 0:00:00,FALSE,,,
15515,296,Apollo 15,9,SCARP CRATER,SCB 7 273,144.7,Breccia,Clod,79.737,2013-02-01 0:00:00,TRUE,,,Regolith clods
15528,298,Apollo 15,9A,HADLEY RILLE,SCB 2 274,4.7,Breccia,Regolith,89.128,2013-11-01 0:00:00,TRUE,,,
15529,299,Apollo 15,9A,HADLEY RILLE,SCB 2 274,1531,Basalt,Olivine,98.371,2014-06-01 0:00:00,TRUE,,,M.G. ol-norm
15531,300,Apollo 15,9A,HADLEY RILLE,SCB 7 275,136,Soil,<1 mm,83.754,2014-12-01 0:00:00,TRUE,,,
15534,301,Apollo 15,9A,HADLEY RILLE,SCB 7 275,6,Soil,4-10 mm,91.217,2014-09-01 0:00:00,FALSE,,,
15535,302,Apollo 15,9A,HADLEY RILLE,SCB 7 275,404.4,Basalt,Olivine,82.618,2013-07-01 0:00:00,TRUE,,,F.G. ol-norm
15536,303,Apollo 15,9A,HADLEY RILLE,SCB 7 275,317.2,Basalt,Olivine,93.971,2012-07-01 0:00:00,TRUE,,,M.G. ol-norm
15537,304,Apollo 15,9A,HADLEY RILLE,SCB 7 275,1.9,Basalt,Olivine,65.316,2011-07-01 0:00:00,TRUE,,,M.G. ol-norm
15538,305,Apollo 15,9A,HADLEY RILLE,SCB 7 275,2.6,Basalt,Olivine,78.346,2011-07-01 0:00:00,TRUE,,,M.G. ol-norm
15545,306,Apollo 15,9A,HADLEY RILLE,SCB 7 278,746.6,Basalt,Olivine,72.842,2015-01-01 0:00:00,TRUE,TRUE,"15545,87",F.G. ol-norm
15546,307,Apollo 15,9A,HADLEY RILLE,SCB 7 278,27.8,Basalt,Olivine,69.698,2014-02-01 0:00:00,TRUE,,,C.G. ol-norm
15547,308,Apollo 15,9A,HADLEY RILLE,SCB 7 278,20.1,Basalt,Olivine,70.294,2012-03-01 0:00:00,TRUE,,,C.G. ol-norm
15548,309,Apollo 15,9A,HADLEY RILLE,SCB 7 278,3.3,Basalt,Olivine,76.879,2011-07-01 0:00:00,TRUE,,,F.G. ol-norm
15555,311,Apollo 15,9A,HADLEY RILLE,BSLSS,9614,Basalt,Olivine,46.605,2015-03-01 0:00:00,TRUE,TRUE,"15555,767; 15555,54; 15555,170; 15555,879; 15555,244; 15555,464; 15555,791; 15555,461; 15555,50; 15555,161; 15555,880; 15555,210; 15555,463; 15555,160; 15555,884; 15555,766; 15555,919; 15555,916",M.G. ol-norm
15556,312,Apollo 15,9A,HADLEY RILLE,SCB 2,1542,Basalt,Olivine,85.14,2015-01-01 0:00:00,TRUE,,,F.G. ol-norm
15557,313,Apollo 15,9A,HADLEY RILLE,SCB 2,2518,Basalt,Olivine,94.807,2014-03-01 0:00:00,TRUE,,,F.G. ol-norm
15558,314,Apollo 15,9,HADLEY RILLE,SCB 2,1333,Breccia,Regolith,97.606,2013-11-01 0:00:00,TRUE,,,Glass-coated
15564,316,Apollo 15,9A,HADLEY RILLE,SCB 2,50,Residue,,109.032,2012-03-01 0:00:00,FALSE,,,
15565,317,Apollo 15,9A,HADLEY RILLE,SCB 2,822.6,Breccia,Regolith,75.167,2014-12-01 0:00:00,TRUE,,,Fragments
15595,320,Apollo 15,9A,HADLEY RILLE,SCB 7 281,237.6,Basalt,Pigeonite,86.856,2013-01-01 0:00:00,TRUE,,,"Porphyritic pigeonite QNB, spherulitic qz-norm"
15596,321,Apollo 15,9A,HADLEY RILLE,SCB 7 281,224.8,Basalt,Pigeonite,89.246,2015-01-01 0:00:00,TRUE,,,"Porphyritic pigeonite QNB, spherulitic qz-norm"
15597,322,Apollo 15,9A,HADLEY RILLE,SCB 7 281,145.7,Basalt,Pigeonite,77.642,2014-06-01 0:00:00,TRUE,,,Vitrophyric qz-norm
15598,323,Apollo 15,9A,HADLEY RILLE,SCB 7 281,135.7,Basalt,Olivine,90.01,2014-05-01 0:00:00,TRUE,,,F.G. ol-norm
15600,324,Apollo 15,9A,HADLEY RILLE,SCB 7 283,417.5,Soil,Unsieved,92.259,2012-03-01 0:00:00,FALSE,,,
15601,325,Apollo 15,9A,HADLEY RILLE,SCB 7 283,802,Soil,<1 mm,82.063,2015-03-01 0:00:00,TRUE,,,
15604,326,Apollo 15,9A,HADLEY RILLE,SCB 7 283,21.5,Soil,4-10 mm,90.074,2012-03-01 0:00:00,FALSE,,,
15605,327,Apollo 15,9A,HADLEY RILLE,SCB 7 283,6.1,Basalt,Olivine,73.164,2012-03-01 0:00:00,TRUE,,,C.G. ol-norm
15606,328,Apollo 15,9A,HADLEY RILLE,SCB 7 283,10.1,Basalt,Olivine,87.03,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15607,329,Apollo 15,9A,HADLEY RILLE,SCB 7 283,14.8,Basalt,Olivine,49.669,2012-03-01 0:00:00,TRUE,,,F.G. ol-norm
15608,330,Apollo 15,9A,HADLEY RILLE,SCB 7 283,1.2,Basalt,Pigeonite,30.83,2007-08-01 0:00:00,TRUE,,,"Porphyritic pigeonite QNB, spherulitic qz-norm"
15609,331,Apollo 15,9A,HADLEY RILLE,SCB 7 283,1.1,Basalt,Olivine,69.09,2007-08-01 0:00:00,TRUE,,,F.G. ol-norm
15610,332,Apollo 15,9A,HADLEY RILLE,SCB 7 283,1.5,Basalt,Olivine,82,2007-08-01 0:00:00,TRUE,,,C.G. ol-norm
15612,333,Apollo 15,9A,HADLEY RILLE,SCB 7 282,5.9,Basalt,Olivine,82.373,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15613,334,Apollo 15,9A,HADLEY RILLE,SCB 7 282,1,Basalt,Olivine,80,2012-04-01 0:00:00,TRUE,,,M.G. ol-norm
15614,335,Apollo 15,9A,HADLEY RILLE,SCB 7 282,9.7,Basalt,Olivine,92.784,2012-03-01 0:00:00,TRUE,,,C.G. ol-norm
15615,336,Apollo 15,9A,HADLEY RILLE,SCB 7 282,1.7,Basalt,Olivine,88.235,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15616,337,Apollo 15,9A,HADLEY RILLE,SCB 7 282,8,Basalt,Olivine,88.875,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15617,338,Apollo 15,9A,HADLEY RILLE,SCB 7 282,3.1,Basalt,Olivine,73.548,2012-04-01 0:00:00,TRUE,,,M.G. ol-norm
15618,339,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.8,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15619,340,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.6,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15620,341,Apollo 15,9A,HADLEY RILLE,SCB 7 282,6.6,Basalt,Olivine,9.545,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15621,342,Apollo 15,9A,HADLEY RILLE,SCB 7 282,1.6,Basalt,Olivine,81.25,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15622,343,Apollo 15,9A,HADLEY RILLE,SCB 7 282,29.5,Basalt,Olivine,73.129,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15623,344,Apollo 15,9A,HADLEY RILLE,SCB 7 282,3,Basalt,Olivine,68.333,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15624,345,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.2,Basalt,Olivine,0,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15625,346,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.5,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15626,347,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.6,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15627,348,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15628,349,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15629,350,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15630,351,Apollo 15,9A,HADLEY RILLE,SCB 7 282,23.2,Basalt,Olivine,74.94,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15632,352,Apollo 15,9A,HADLEY RILLE,SCB 7 282,2.3,Basalt,Olivine,89.13,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15633,353,Apollo 15,9A,HADLEY RILLE,SCB 7 282,7.4,Basalt,Olivine,74.757,2014-04-01 0:00:00,TRUE,,,C.G. ol-norm
15634,354,Apollo 15,9A,HADLEY RILLE,SCB 7 282,5.2,Basalt,Olivine,89.423,2012-03-01 0:00:00,TRUE,,,C.G. ol-norm
15635,355,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.5,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15636,356,Apollo 15,9A,HADLEY RILLE,SCB 7 282,336.7,Basalt,Olivine,95.494,2014-04-01 0:00:00,TRUE,,,C.G. ol-norm
15637,357,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.9,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15638,358,Apollo 15,9A,HADLEY RILLE,SCB 7 282,3.6,Basalt,Olivine,1.667,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15639,359,Apollo 15,9A,HADLEY RILLE,SCB 7 282,7,Basalt,Olivine,93.714,2012-03-01 0:00:00,TRUE,,,C.G. ol-norm
15640,360,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.5,Basalt,Olivine,0,2012-03-01 0:00:00,FALSE,,,M.G. ol-norm
15641,361,Apollo 15,9A,HADLEY RILLE,SCB 7 282,6.9,Basalt,Olivine,17.391,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15642,362,Apollo 15,9A,HADLEY RILLE,SCB 7 282,1.9,Basalt,Olivine,84.211,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
15643,363,Apollo 15,9A,HADLEY RILLE,SCB 7 282,17.9,Basalt,Olivine,90.704,2014-04-01 0:00:00,TRUE,,,M.G. ol-norm
15644,364,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15645,365,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.5,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,M.G. ol-norm
15647,366,Apollo 15,9A,HADLEY RILLE,SCB 7 282,58.2,Basalt,Olivine,84.555,2014-04-01 0:00:00,TRUE,,,M.G. ol-norm
15648,367,Apollo 15,9A,HADLEY RILLE,SCB 7 282,9.1,Basalt,Olivine,94.615,2012-03-01 0:00:00,TRUE,,,Brecciated/melted M.G. ol-norm
15649,368,Apollo 15,9A,HADLEY RILLE,SCB 7 282,6.2,Basalt,Olivine,83.387,2012-03-01 0:00:00,TRUE,,,F.G. ol-norm
15650,369,Apollo 15,9A,HADLEY RILLE,SCB 7 282,3.4,Basalt,Olivine,84.118,2012-03-01 0:00:00,FALSE,,,F.G. ol-norm
15651,370,Apollo 15,9A,HADLEY RILLE,SCB 7 282,1.6,Basalt,Olivine,71.688,2012-03-01 0:00:00,TRUE,,,F.G. ol-norm
15652,371,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.7,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15653,372,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15654,373,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.2,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15655,374,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.4,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15656,375,Apollo 15,9A,HADLEY RILLE,SCB 7 282,0.2,Basalt,Olivine,100,2007-08-01 0:00:00,FALSE,,,F.G. ol-norm
15658,376,Apollo 15,9A,HADLEY RILLE,SCB 7 282,11.6,Basalt,Olivine,90.414,2013-06-01 0:00:00,TRUE,,,M.G. ol-norm
15659,377,Apollo 15,9A,HADLEY RILLE,SCB 7 282,12.6,Basalt,Olivine,86.825,2012-03-01 0:00:00,TRUE,,,M.G. ol-norm
